timestep,reward,resulting_max_loading,mw_amount,converged
1,-16.68553924560547,157.73493133288315,18.927824020385742,True
2,-128.07037353515625,260.02143431053287,36.072662353515625,True
3,-370.7080993652344,372.2838585856823,15.607270240783691,True
4,-109.58001708984375,247.97386887056015,98.68436431884766,True
5,-384.7012634277344,377.3574161201342,65.589111328125,True
6,-202.6557159423828,301.2780863013091,91.37020874023438,True
7,-14.770598411560059,154.18841444259735,88.67719268798828,True
8,-79.7679672241211,226.2718409773117,45.08061981201172,True
9,-9.129586219787598,142.7057670864975,10.673851013183594,True
10,-21.419919967651367,165.30606543407293,95.50862121582031,True
11,-11.902483940124512,148.70254286848495,42.79509353637695,True
12,-533.9120483398438,426.7744734844035,4.24642276763916,True
13,-59.590335845947266,209.15947887035938,11.37830638885498,True
14,-66.70089721679688,215.41598973609425,96.6413345336914,True
15,-21.59959602355957,165.60852988029166,77.19950866699219,True
16,-49.012264251708984,198.95358847090213,53.20022201538086,True
17,-165.8113250732422,282.06795100964587,67.62943267822266,True
18,-5.266241073608398,132.19816536256576,82.63201141357422,True
19,-150.09400939941406,273.21884224851084,70.16563415527344,True
20,-9.716996192932129,144.02601164320507,25.54816246032715,True
21,-2.707047462463379,123.04664755835681,51.30759048461914,True
22,-5.438554286956787,132.8347731770598,47.942657470703125,True
23,-54.504146575927734,204.34362194736434,66.19120788574219,True
24,-130.5634765625,261.5489127938264,73.22589111328125,True
25,-14.396811485290527,153.55773839174412,54.65500259399414,True
26,-9.13672924041748,142.72413583794682,9.970137596130371,True
27,-121.91085052490234,256.1127426485113,54.908077239990234,True
28,-48.17975616455078,198.1485753062333,14.040454864501953,True
29,-18.569368362426758,160.9269818178128,8.882999420166016,True
30,-653.44140625,461.5055186867828,10.203668594360352,True
31,-37.262229919433594,186.32658971740562,0.8289366960525513,True
32,-17.40529441833496,158.95103790227273,29.169269561767578,True
33,-49.101043701171875,199.07570693433792,21.065505981445312,True
34,-331.44598388671875,357.4629372928641,10.160446166992188,True
35,-7.561803817749023,138.79385383620766,36.98835754394531,True
36,-50.83423614501953,200.77039995601686,60.869659423828125,True
37,-90.30912780761719,234.32494797767544,93.16724395751953,True
38,-77.24491119384766,224.24516554674355,60.603397369384766,True
39,-205.77081298828125,302.85052147194847,29.14358139038086,True
40,-254.81207275390625,325.723674966391,56.181915283203125,True
41,-67.0965576171875,215.79018531323254,59.7221565246582,True
42,-151.1276092529297,273.79942936642954,96.4057388305664,True
43,-405.15411376953125,384.62923944246785,85.08383178710938,True
44,-155.22097778320312,276.18374589122146,17.415943145751953,True
45,-39.70433044433594,189.08281914528823,25.588775634765625,True
46,-3.419482946395874,126.11063092435732,10.657772064208984,True
47,-153.88314819335938,275.40252474115283,52.92376708984375,True
48,-57.31684494018555,207.06367917744407,3.6879329681396484,True
49,-21.66397476196289,165.777791361637,30.38473129272461,True
50,-237.06959533691406,317.7424632290733,10.697335243225098,True
51,-436.03350830078125,395.289728107943,53.405601501464844,True
52,-458.839599609375,402.92791391879143,12.980636596679688,True
53,-26.002887725830078,172.07416182824613,29.46329116821289,True
54,-1.6285386085510254,118.042053201317,0.9601503610610962,True
55,-168.03427124023438,283.2768049770534,82.33609008789062,True
56,-114.468505859375,251.253081922132,81.03366088867188,True
57,-29.178619384765625,176.3382896378864,40.94731140136719,True
58,-61.195133209228516,210.59023382399985,44.13313674926758,True
59,-7.338555812835693,138.15138944799386,60.913414001464844,True
60,-149.52906799316406,272.9085388122017,42.249114990234375,True
61,-4.37855339050293,129.30914792240836,83.42286682128906,True
62,-16.791410446166992,157.78774199008535,94.29470825195312,True
63,-55.73611068725586,205.54878616003793,33.378868103027344,True
64,-39.344722747802734,188.67296247665203,30.250946044921875,True
65,-47.544677734375,197.41761278839874,93.72175598144531,True
66,-0.12429270893335342,102.20640058314865,99.95169067382812,True
67,-1.931666612625122,119.36244695004862,57.144893646240234,True
68,-5.212834358215332,132.0593298917853,73.83116149902344,True
69,-3.1808674335479736,124.94385499948186,69.8879165649414,True
70,-99.27251434326172,240.86106841341626,63.313663482666016,True
71,-60.17653274536133,209.660565208611,49.33649826049805,True
72,-0.23033668100833893,105.6849882611434,68.74121856689453,True
73,-46.3712272644043,196.20697020223918,92.32189178466797,True
74,-234.7460174560547,316.63972903170895,82.15968322753906,True
75,-50.401031494140625,200.3203787005352,80.1383285522461,True
76,-361.39739990234375,368.82855250004405,53.45724868774414,True
77,-21.346036911010742,165.32765845041365,7.52178430557251,True
78,-10.184578895568848,145.12471219999782,3.3810079097747803,True
79,-1.6485131978988647,117.77722425381702,68.3647232055664,True
80,-180.9922332763672,290.2313100174726,52.48353958129883,True
81,-0.10275601595640182,104.23257553212993,13.182538986206055,True
82,-34.316070556640625,182.81871954193292,21.368301391601562,True
83,-13.398017883300781,151.64885607618635,59.99599075317383,True
84,-8.082174301147461,140.1915397313873,5.374545097351074,True
85,-219.2121124267578,309.3750874917747,22.482627868652344,True
86,-6.225595951080322,135.26959063007652,5.875682830810547,True
87,-37.16548538208008,186.09961945641203,99.76350402832031,True
88,-100.57161712646484,241.79345444513322,44.699161529541016,True
89,-16.481239318847656,157.38014203124885,18.83633804321289,True
90,-1.3106516599655151,116.09466512576978,15.460491180419922,True
91,-179.9431610107422,289.6692706057339,70.99382019042969,True
92,-0.8132829666137695,112.22105141477347,66.51248931884766,True
93,-53.073280334472656,202.98087130690746,47.98068618774414,True
94,-45.051727294921875,194.87092318308953,49.26567459106445,True
95,-232.72398376464844,315.73053502886734,25.66370964050293,True
96,-3.7835299968719482,127.21626217963863,79.90531158447266,True
97,-33.923824310302734,182.26035800275346,89.99282836914062,True
98,-27.744892120361328,174.36453065859098,94.47583770751953,True
99,-401.04949951171875,383.2074510250045,17.182767868041992,True
100,-23.65693473815918,168.7181638421065,46.00538635253906,True
101,-384.86663818359375,377.42197936644413,51.85836410522461,True
102,-2.0221240520477295,120.04381640259764,13.351238250732422,True
103,-84.84296417236328,230.20293537240306,78.93858337402344,True
104,-62.81661605834961,212.06210037258106,27.045059204101562,True
105,-11.24465560913086,147.2642585684197,75.10516357421875,True
106,-131.9707794189453,262.4608446167598,3.156337261199951,True
107,-101.46500396728516,242.4492544639355,6.053981304168701,True
108,-4.8316144943237305,130.83210837966786,78.51972961425781,True
109,-23.33088493347168,168.16755694852955,96.8056411743164,True
110,-33.571876525878906,181.9336868610068,6.232661247253418,True
111,-1.2360923290252686,115.32607915302586,61.64882278442383,True
112,-85.93592071533203,231.0565599913716,56.81131362915039,True
113,-11.467345237731934,147.7648559999579,59.937904357910156,True
114,-225.761474609375,312.4856860358012,10.644513130187988,True
115,-89.0435791015625,233.44261752301801,8.915355682373047,True
116,-7.965392589569092,139.68352434117853,91.48224639892578,True
117,-75.62541198730469,222.92847861689216,68.3614273071289,True
118,-330.0864562988281,356.93118692228126,18.278778076171875,True
119,-159.10191345214844,278.356347691465,46.97278594970703,True
120,-3.5685977935791016,126.34398180370736,98.57084655761719,True
121,-19.208629608154297,161.84248112653344,86.16697692871094,True
122,-40.376556396484375,189.83712260734632,23.01262664794922,True
123,-97.61175537109375,239.69896816494932,32.74645233154297,True
124,-52.312583923339844,202.27123575260998,15.556010246276855,True
125,-0.2556000351905823,106.19849944350406,63.493072509765625,True
126,-122.76555633544922,256.64282965927583,80.6760482788086,True
127,-94.22763061523438,237.26236752076045,22.842493057250977,True
128,-48.18552780151367,198.16006156102318,8.540788650512695,True
129,-10.409904479980469,145.60197456796402,12.204376220703125,True
130,-5.1805620193481445,131.91230499970357,88.58589172363281,True
131,-275.9752502441406,334.89591692516115,94.7790298461914,True
132,-8.882568359375,141.97215459725624,74.25996398925781,True
133,-32.31559753417969,180.37975666829885,11.069604873657227,True
134,-83.6319351196289,229.31050156326407,25.904399871826172,True
135,-15.070792198181152,154.78421455551376,64.24175262451172,True
136,-5.4464592933654785,132.95443201557177,16.48634147644043,True
137,-248.58155822753906,322.95629747031114,34.012786865234375,True
138,-11.903993606567383,148.62984069062105,79.68660736083984,True
139,-57.56475067138672,207.277162511935,22.801605224609375,True
140,-7.0240044593811035,137.2492566937651,86.46875,True
141,-22.391395568847656,166.91120956412468,5.845525741577148,True
142,-1.7289226055145264,118.21597126073937,69.8145980834961,True
143,-119.19149780273438,254.3451120849932,79.430419921875,True
144,-8.852907180786133,141.9863815338267,38.62635803222656,True
145,-2.5432419776916504,122.38821486769803,37.0811882019043,True
146,-76.79541015625,223.85875997999403,90.44951629638672,True
147,-32.852996826171875,181.0446543571979,11.816472053527832,True
148,-71.22480773925781,219.27517324805922,91.97285461425781,True
149,-59.640689849853516,209.1902523133406,28.13263511657715,True
150,-669.7368774414062,465.97855224650795,35.359352111816406,True
151,-18.693445205688477,161.0499010721217,57.99239730834961,True
152,-310.9380187988281,349.3466418484031,69.29364776611328,True
153,-229.76097106933594,314.335036053105,63.425628662109375,True
154,-366.63165283203125,370.7872692529732,2.9330432415008545,True
155,-15.315326690673828,155.31467074416935,16.76224708557129,True
156,-13.03525161743164,150.93509494514868,63.33188247680664,True
157,-14.327950477600098,153.44716665168033,44.952003479003906,True
158,-292.160888671875,341.7134390200523,33.95819854736328,True
159,-1.9433249235153198,119.31150592684713,78.65364837646484,True
160,-866.8582763671875,516.3588625255774,84.74576568603516,True
161,-0.675269365310669,110.8506544133444,86.58588409423828,True
162,-95.64505767822266,238.25057860127964,78.94683074951172,True
163,-6.396406173706055,135.51629585692316,89.36959838867188,True
164,-2.9587180614471436,124.0464350740507,67.56282043457031,True
165,-0.07674472779035568,100.64544074074155,74.66175842285156,True
166,-37.41603469848633,186.4819930657492,20.357864379882812,True
167,-44.075523376464844,193.8142109039729,69.9928970336914,True
168,-51.19253158569336,201.10708886970934,79.31564331054688,True
169,-122.5566635131836,256.52944179391,49.33003234863281,True
170,-8.423131942749023,140.80601702433165,97.47698211669922,True
171,-83.23571014404297,228.94798734772448,97.793701171875,True
172,-10.610109329223633,145.95356441130727,51.45862579345703,True
173,-27.77779769897461,174.4047685031981,97.44888305664062,True
174,-83.9312744140625,229.50891016826503,68.4886703491211,True
175,-0.40708643198013306,108.03049045536481,84.64253234863281,True
176,-266.6269836425781,330.89087773609685,73.99717712402344,True
177,-150.16940307617188,273.25452516912236,83.74311828613281,True
178,-0.6906605958938599,111.36560342290875,44.7758674621582,True
179,-648.0964965820312,460.0064759595214,73.164306640625,True
180,-24.25173568725586,169.54013700693088,72.58171081542969,True
181,-6.595142841339111,136.29695612696142,7.79787015914917,True
182,-154.7672119140625,275.87970674831917,98.8603744506836,True
183,-111.5894775390625,249.37054701532313,31.6738338470459,True
184,-98.27896881103516,240.19216215276273,9.75700569152832,True
185,-13.101455688476562,151.16526702508037,12.032702445983887,True
186,-59.10664749145508,208.69054881137683,38.4686279296875,True
187,-583.1188354492188,441.48320659146776,64.90736389160156,True
188,-48.13813018798828,198.036487484798,82.36614227294922,True
189,-545.532470703125,430.2937139506554,62.762271881103516,True
190,-138.72454833984375,266.5171474881385,84.74514770507812,True
191,-8.60016918182373,141.3523078495969,50.10227966308594,True
192,-9.641901016235352,143.85245903122626,26.71056365966797,True
193,-4.512582302093506,129.7899956118589,75.36324310302734,True
194,-59.54435729980469,209.03782355246327,98.12108612060547,True
195,-25.814903259277344,171.7567303341142,69.76168060302734,True
196,-2.0885791778564453,120.12379484924323,63.74367904663086,True
197,-2.1280784606933594,120.32026840311127,63.511817932128906,True
198,-15.127839088439941,154.91668469985896,48.62812042236328,True
199,-121.24394226074219,255.71338292635622,10.655218124389648,True
200,-3.4906368255615234,126.24296466958096,47.170875549316406,True
201,-7.353696346282959,138.13943574880577,80.61339569091797,True
202,-0.8340212106704712,112.50772357490655,51.80548858642578,True
203,-13.887615203857422,152.64540724177678,29.920541763305664,True
204,-11.261893272399902,147.3860600563329,34.69940185546875,True
205,-18.097469329833984,160.05225954085506,66.10008239746094,True
206,-11.776247024536133,148.34407413431714,90.49979400634766,True
207,-1.5816923379898071,117.31813687142167,82.10303497314453,True
208,-33.2346305847168,181.4107112926734,96.10934448242188,True
209,-188.72711181640625,294.2383783979709,84.37435913085938,True
210,-8.039791107177734,139.95900602463558,56.18075180053711,True
211,-343.0530090332031,361.9007082072527,93.09471893310547,True
212,-236.03611755371094,317.2292196453334,93.4533920288086,True
213,-91.47499084472656,235.2057981308663,71.95356750488281,True
214,-20.40761375427246,163.73630066837592,96.0338363647461,True
215,-1.4334392547607422,116.3840602131441,91.2520523071289,True
216,-11.428122520446777,147.6764355728932,62.90982437133789,True
217,-170.3224639892578,284.5141440947817,95.11676788330078,True
218,-28.7199649810791,175.67883259815898,83.53553771972656,True
219,-58.06813430786133,207.67585566651815,97.68395233154297,True
220,-310.45721435546875,349.142431014202,97.45804595947266,True
221,-17.130460739135742,158.37766803087598,90.69964599609375,True
222,-535.1849365234375,427.1358013618395,95.76233673095703,True
223,-79.71675872802734,226.19758568545922,87.60462951660156,True
224,-209.75238037109375,304.7935303262897,50.430824279785156,True
225,-43.62700653076172,193.3418514025991,63.50182342529297,True
226,-6.99848747253418,137.1451913329712,99.66130065917969,True
227,-12.797852516174316,150.40806760107574,92.98591613769531,True
228,-74.86521911621094,222.3189418870258,55.60115432739258,True
229,-54.67605209350586,204.47713636831946,98.69100189208984,True
230,-3.6302263736724854,126.91936505565573,6.965282440185547,True
231,-0.5607485175132751,109.70659806145655,89.65830993652344,True
232,-61.26628494262695,210.66643274039433,30.98711585998535,True
233,-3.4096131324768066,125.74221899729305,96.30389404296875,True
234,-24.294376373291016,169.61428566454975,63.63325881958008,True
235,-85.94989013671875,231.06274670037604,62.674659729003906,True
236,-22.23906707763672,166.54428069811053,98.36035919189453,True
237,-245.8488006591797,321.7040137166272,85.45158386230469,True
238,-48.95015335083008,198.85584407243462,87.7626953125,True
239,-148.5433349609375,272.31195463939895,86.28353118896484,True
240,-45.93130874633789,195.7565586898119,84.71630859375,True
241,-41.813385009765625,191.40617238078428,37.942771911621094,True
242,-34.7788200378418,183.32679759126796,62.04359436035156,True
243,-65.8337631225586,214.70906112379282,42.920135498046875,True
244,-78.37352752685547,225.1253634131976,91.74501037597656,True
245,-43.83381271362305,193.56146003168251,65.0804443359375,True
246,-46.35770034790039,196.20420317364218,81.45575714111328,True
247,-371.80963134765625,372.6695417528853,66.24639892578125,True
248,-87.70832824707031,232.3747513516643,92.95309448242188,True
249,-5.889364242553711,134.0610101655612,88.60240173339844,True
250,-21.390411376953125,165.31181278043908,62.246246337890625,True
251,-100.1969223022461,241.49387509630594,94.33795166015625,True
252,-48.86852264404297,198.76762449378208,93.30609130859375,True
253,-22.877138137817383,167.5140485254202,86.40524291992188,True
254,-65.14804077148438,214.06105690490702,98.41863250732422,True
255,-176.25840759277344,287.7036254665467,95.15310668945312,True
256,-77.25071716308594,224.26062533542273,47.20072937011719,True
257,-13.805275917053223,152.3613996792158,96.69458770751953,True
258,-61.96906280517578,211.23987614174573,97.51233673095703,True
259,-97.21163940429688,239.3759126303333,83.41506958007812,True
260,-83.76372528076172,229.42741103701968,6.44991397857666,True
261,-128.45428466796875,260.22309498520826,97.08118438720703,True
262,-4.762844085693359,130.56588123283825,91.47869873046875,True
263,-10.317785263061523,145.24417220574404,82.60987854003906,True
264,-177.45628356933594,288.33993390844574,96.62376403808594,True
265,-15.82002067565918,156.19362763796863,31.401508331298828,True
266,-44.1812629699707,193.9179740822583,78.3352279663086,True
267,-89.11083221435547,233.4359090792177,85.12369537353516,True
268,-275.6805725097656,334.80983360509543,2.2938132286071777,True
269,-5.076776027679443,131.66023966275472,64.92229461669922,True
270,-1.0621261596679688,113.93189085431072,91.63826751708984,True
271,-62.25458908081055,211.50188461169316,91.23582458496094,True
272,-10.801974296569824,146.42899075246436,23.71820831298828,True
273,-131.7129669189453,262.24644317484785,93.42202758789062,True
274,-28.209016799926758,174.9854100021658,94.95758056640625,True
275,-64.7258071899414,213.7073257746533,79.02814483642578,True
276,-229.45449829101562,314.18884499037165,70.19560241699219,True
277,-8.173666954040527,140.217159762643,86.56749725341797,True
278,-1.134979009628296,114.40351522116465,97.67269897460938,True
279,-5.704660415649414,133.53400218759893,82.0140151977539,True
280,-4.633208274841309,130.1684599632257,82.52828216552734,True
281,-166.02606201171875,282.17395753160866,89.3040771484375,True
282,-78.0721664428711,224.90152881790962,70.20677185058594,True
283,-17.447324752807617,158.956503586468,67.97779846191406,True
284,-17.27987289428711,158.6692676736251,69.45885467529297,True
285,-10.109395027160645,144.75704419575058,93.4301528930664,True
286,-43.77958297729492,193.48054605541074,86.51885223388672,True
287,-1.4983712434768677,116.82550635394338,82.88298034667969,True
